1852361#Actinomyces bouchesdurhonensis#strain#Marseille-P2825
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000012
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000011
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000010
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000009
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000008
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000007
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000006
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000005
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000004
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000003
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000002
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000001
1658#Actinomyces bovis#strain|serovar|type_material#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000001
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000002
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000003
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000004
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000005
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000006
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000007
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000008
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000009
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000010
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000011
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000012
888050#Actinomyces cardiffensis F0333#strain|host|country|isolation_source#F0333|Homo sapiens|United Kingdom|oral
525245#Actinomyces coleocanis DSM 15436#strain|host|culture_collection|isolation_source#DSM 15436|Homo sapiens|DSM:15436|biological product [ENVO:02000043]
525245#Actinomyces coleocanis DSM 15436#strain#DSM 15436
525245#Actinomyces coleocanis DSM 15436#strain|culture_collection#DSM 15436|DSM:15436
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_106
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_107
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_108
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_109
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_110
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_111
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_112
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_113
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_114
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_115
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_116
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_117
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_118
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_119
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_120
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_121
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_122
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_123
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_124
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_125
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_126
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_127
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_128
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_129
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_130
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_131
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_132
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_133
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_134
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_135
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_136
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_137
332524#Actinomyces ruminicola#strain|note#KPR-7B|contig: Ga0059092_138
1278298#Actinomyces slackii ATCC 49928#strain|culture_collection#ATCC 49928|ATCC:49928
29317#Actinomyces sp.#isolate|host|metagenome_source|country|isolation_source#bin_2|Homo sapiens|human oral metagenome|Australia|supragingival plaque isolated from 88 juvenile twins
2321393#Actinomyces sp. 2119#strain|country|isolation_source|collection_date#2119|China: Qinghai province|feces|2017-07
2321394#Actinomyces sp. 2129#strain|country|isolation_source|collection_date#2129|China: Qinghai province|feces|2017-07
2072014#Actinomyces sp. 553#strain|host|country|isolation_source|collection_date#553|Pantholops hodgsonii|China: Haixi city, Qinghai province|feces|2017
1851395#Actinomyces sp. Chiba101#strain|host|country|lat_lon|collection_date#Chiba101|Sus scrofa domesticus|Japan: Chiba Pref., Yachimata|36.40 N 139.18 E|1971
1851395#Actinomyces sp. Chiba101#strain#Chiba101
1937003#Actinomyces sp. CtC 72#strain|host|country|isolation_source|collection_date#CtC 72|cattle|India: Pune|rumen fluid|2014-10-13
762963#Actinomyces sp. oral taxon 170 str. F0386#strain|host|isolation_source#F0386|Homo sapiens|oral
706439#Actinomyces sp. oral taxon 171 str. F0337#strain|host|isolation_source#F0337|Homo sapiens|biological product [ENVO:02000043]
706439#Actinomyces sp. oral taxon 171 str. F0337#strain#F0337
1321775#Actinomyces sp. oral taxon 172 str. F0311#strain|host|isolation_source#F0311|Homo sapiens|oral cavity- mouth
944560#Actinomyces sp. oral taxon 175 str. F0384#strain|host|old_lineage|isolation_source#F0384|Homo sapiens|Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Actinomycineae; Actinomycetaceae; Actinomyces|biological product [ENVO:02000043]
944560#Actinomyces sp. oral taxon 175 str. F0384#strain|old_lineage#F0384|Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Actinomycineae; Actinomycetaceae; Actinomyces
888051#Actinomyces sp. oral taxon 178 str. F0338#strain|host|isolation_source#F0338|Homo sapiens|oral cavity
888052#Actinomyces sp. oral taxon 180 str. F0310#strain|host|isolation_source#F0310|Homo sapiens|oral cavity
712122#Actinomyces sp. oral taxon 414#strain|host|country|isolation_source|lat_lon|collection_date#F0588|Homo sapiens|USA: Boston, MA|curette|42.36 N 71.05 W|08-Jul-2008
888056#Actinomyces sp. oral taxon 448 str. F0400#strain|host|isolation_source#F0400|Homo sapiens|oral cavity
1227264#Actinomyces sp. oral taxon 877 str. F0543#strain|host|country|isolation_source|collection_date#F0543|Homo sapiens|USA|supragingival plaque biofilm of a molar|2008
1203556#Actinomyces sp. HPA0247#strain#HPA0247
1105029#Actinomyces sp. ICM39#strain|host|isolation_source#ICM39|Homo sapiens|biological product [ENVO:02000043]
1105029#Actinomyces sp. ICM39#strain#ICM39
936548#Actinomyces sp. ICM47#strain|host|isolation_source#ICM47|Homo sapiens|biological product [ENVO:02000043]
936548#Actinomyces sp. ICM47#strain#ICM47
936549#Actinomyces sp. ICM54#strain#ICM54
1105030#Actinomyces sp. ICM58#strain|host|old_name|isolation_source#ICM58|Homo sapiens|Atopobium sp. ICM58|biological product [ENVO:02000043]
1105030#Actinomyces sp. ICM58#strain|old_name#ICM58|Atopobium sp. ICM58
1105030#Actinomyces sp. ICM58#old_name|strain#Atopobium sp. ICM58|ICM58
2083009#Actinomyces sp. Marseille-P3109#strain|isolation_source|note#Marseille-P3109|sputum|contig: contig00008
2083009#Actinomyces sp. Marseille-P3109#strain|isolation_source|note#Marseille-P3109|sputum|contig: contig00007
2083009#Actinomyces sp. Marseille-P3109#strain|isolation_source|note#Marseille-P3109|sputum|contig: contig00006
2083009#Actinomyces sp. Marseille-P3109#strain|isolation_source|note#Marseille-P3109|sputum|contig: contig00005
2083009#Actinomyces sp. Marseille-P3109#strain|isolation_source|note#Marseille-P3109|sputum|contig: contig00004
2083009#Actinomyces sp. Marseille-P3109#strain|isolation_source|note#Marseille-P3109|sputum|contig: contig00003
2083009#Actinomyces sp. Marseille-P3109#strain|isolation_source|note#Marseille-P3109|sputum|contig: contig00001
2083009#Actinomyces sp. Marseille-P3109#strain|isolation_source|note#Marseille-P3109|sputum|contig: contig00002
2083009#Actinomyces sp. Marseille-P3109#strain|isolation_source#Marseille-P3109|sputum
2083009#Actinomyces sp. Marseille-P3109#strain|isolation_source|note#Marseille-P3109|sputum|contig: contig00001
2083009#Actinomyces sp. Marseille-P3109#strain|isolation_source|note#Marseille-P3109|sputum|contig: contig00002
2083009#Actinomyces sp. Marseille-P3109#strain|isolation_source|note#Marseille-P3109|sputum|contig: contig00003
2083009#Actinomyces sp. Marseille-P3109#strain|isolation_source|note#Marseille-P3109|sputum|contig: contig00004
2083009#Actinomyces sp. Marseille-P3109#strain|isolation_source|note#Marseille-P3109|sputum|contig: contig00005
2083009#Actinomyces sp. Marseille-P3109#strain|isolation_source|note#Marseille-P3109|sputum|contig: contig00006
2083009#Actinomyces sp. Marseille-P3109#strain|isolation_source|note#Marseille-P3109|sputum|contig: contig00007
2083009#Actinomyces sp. Marseille-P3109#strain|isolation_source|note#Marseille-P3109|sputum|contig: contig00008
2081702#Actinomyces sp. oral taxon 897#strain|host|plasmid|country|isolation_source|lat_lon#F0631|Homo sapiens|unnamed1|USA: Boston, MA|nylon brush|42.36 N 71.05 W
2081702#Actinomyces sp. oral taxon 897#strain|host|country|isolation_source|lat_lon#F0631|Homo sapiens|USA: Boston, MA|nylon brush|42.36 N 71.05 W
2081702#Actinomyces sp. oral taxon 897#strain|host|plasmid|country|isolation_source|lat_lon#F0631|Homo sapiens|unnamed1|USA: Boston, MA|nylon brush|42.36 N 71.05 W
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00010
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00009
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00008
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00007
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00006
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00005
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00004
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00003
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00002
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00001
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source#ph3|Homo sapiens|France:Marseille|host stool sample
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00001
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00002
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00003
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00004
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00005
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00006
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00007
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00008
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00009
1118058#Actinomyces sp. ph3#isolate|host|country|isolation_source|note#ph3|Homo sapiens|France:Marseille|host stool sample|contig 00010
1219581#Actinomyces sp. S4-C9#strain|host|isolation_source#S4-C9|Homo sapiens|vagina
1284680#Actinomyces sp. S6-Spd3#strain|host|isolation_source#S6-Spd3|Homo sapiens|vagina
2066054#Actinomyces sp. UMB0138#strain|host|country|collection_date#UMB0138|Homo sapiens|USA: Maywood, IL|2015
2069311#Actinomyces sp. UMB0918#strain|host|country|isolation_source|collection_date#UMB0918|Homo sapiens|USA: Maywood, IL|catheter|2015
1912795#Actinomyces sp. VUL4_3#strain|host|country|isolation_source|collection_date#VUL4_3|Aegypius|China: Qinghai|feces|01-Jul-2013
2079536#Actinomyces sp. Z16#strain|host|country|collection_date#Z16|Tibetan antelope|China: Qinghai province, Yushu, Hoh Xil|2014-05
2250217#Actinomyces sp. Z3#strain|host|country|isolation_source|collection_date#Z3|Tibetan antelope|China: Qinghai Province, Yushu, Hoh Xil|feces|2014-05
2250216#Actinomyces sp. Z5#strain|host|country|isolation_source|collection_date#Z5|Tibetan antelope|China: Qinghai Province, Yushu, Hoh Xil|feces|2014-05
1522002#Actinomyces succiniciruminis#strain#AM4
1120946#Actinomyces suimastitidis DSM 15538#strain|host|culture_collection|country|lat_lon|collection_date#DSM 15538|Sus scrofa|DSM:15538|Sweden|59.8619 N 17.6385 E|Apr-1998
1120946#Actinomyces suimastitidis DSM 15538#strain|culture_collection#DSM 15538|DSM:15538
521393#Actinomyces timonensis DSM 23838#strain|host|culture_collection|old_name|country|isolation_source#7400942|Homo sapiens|CSUR:P35|Actinomyces sp. 7400942|France: Marseille|human clinical osteo-articular sample
521393#Actinomyces timonensis DSM 23838#old_name|strain|host|culture_collection|country|isolation_source#Actinomyces sp. 7400942|7400942|Homo sapiens|CSUR:P35|France: Marseille|human clinical osteo-articular sample
521393#Actinomyces timonensis DSM 23838#strain|host|culture_collection|old_name|country|isolation_source#7400942|Homo sapiens|CSUR:P35|Actinomyces sp. 7400942|France: Marseille|human clinical osteo-articular sample
883077#Actinomyces turicensis ACS-279-V-Col4#strain|host|isolation_source#ACS-279-V-Col4|Homo sapiens|biological product [ENVO:02000043]
883077#Actinomyces turicensis ACS-279-V-Col4#strain#ACS-279-V-Col4
1689268#Actinomyces urinae#strain|old_name#Marseille-P2225|Actinomyces sp. FC2
1689268#Actinomyces urinae#old_name|strain#Actinomyces sp. FC2|Marseille-P2225
525246#Actinomyces urogenitalis DSM 15434#strain|host|culture_collection|isolation_source#DSM 15434|Homo sapiens|DSM:15434|biological product [ENVO:02000043]
525246#Actinomyces urogenitalis DSM 15434#strain#DSM 15434
525246#Actinomyces urogenitalis DSM 15434#strain|culture_collection#DSM 15434|DSM:15434
1120947#Actinomyces vaccimaxillae DSM 15804#strain|culture_collection|country|lat_lon|collection_date#DSM 15804|DSM:15804|United Kingdom|52.7087 N 2.75279 W|1996
1120947#Actinomyces vaccimaxillae DSM 15804#strain|culture_collection#DSM 15804|DSM:15804
562973#Actinomyces viscosus C505#strain|host|isolation_source#C505|Homo sapiens|biological product [ENVO:02000043]
562973#Actinomyces viscosus C505#strain#C505
1857645#Actinomyces vulturis#strain|country|isolation_source|collection_date#VUL7|China|feces of vulture|2013
860228#Capnocytophaga canimorsus Cc5#strain|host|country|isolation_source|collection_date|collected_by#Cc5|Homo sapiens|Belgium: Libramont|fatal septicemia after dog bite|1995|G. Wauters and M. Delme
1848903#Capnocytophaga canis#strain|old_name#CcD38|Capnocytophaga canimorsus
1848903#Capnocytophaga canis#old_name|strain#Capnocytophaga canimorsus|CcD38
926551#Capnocytophaga cynodegmi DSM 19736#strain|culture_collection#E6447|DSM:19736
553178#Capnocytophaga gingivalis ATCC 33624#strain|host|culture_collection|old_name|isolation_source#ATCC 33624|Homo sapiens|ATCC:33624|Capnocytophaga gingivalis JCVIHMP016|biological product [ENVO:02000043]
553178#Capnocytophaga gingivalis ATCC 33624#strain|culture_collection|old_name#ATCC 33624|ATCC:33624|Capnocytophaga gingivalis JCVIHMP016
641143#Capnocytophaga granulosa ATCC 51502#strain|culture_collection#ATCC 51502|ATCC:51502
45243#Capnocytophaga haemolytica#strain|host|country|isolation_source|lat_lon#CCUG 32990|homo sapiens|Japan: Okayama|curette|34.65 N 133.9 E
45243#Capnocytophaga haemolytica#strain#CCUG 32990
327575#Capnocytophaga leadbetteri#strain|host|country|isolation_source|collection_date#H6253|Homo sapiens|USA: Hawaii|Bronchial aspirate|13-Dec-2012
521097#Capnocytophaga ochracea DSM 7271#strain|culture_collection|note#DSM 7271|DSM:7271|type strain of Capnocytophaga ochracea DSM 7271
44737#Capnocytophaga sp.#isolate|host|metagenome_source|country|isolation_source#bin_11|Homo sapiens|human oral metagenome|Australia|supragingival plaque isolated from 88 juvenile twins
209053#Capnocytophaga sp. ChDC OS43#strain|host|culture_collection|country|isolation_source|lat_lon|collection_date|collected_by|note#ChDC OS43|Homo sapiens|KCOM:1579|South Korea: Gwangju|abscess|35.14 N 126.93 E|2005|Korean Collection for Oral Microbiology|strain coidentity ChDC OS43 = KCOM 1579; Endo-3
936370#Capnocytophaga sp. CM59#strain|host|isolation_source#CM59|Homo sapiens|biological product [ENVO:02000043]
936370#Capnocytophaga sp. CM59#strain#CM59
1945657#Capnocytophaga sp. H2931#strain|host|country|isolation_source|collection_date#H2931|Homo sapiens|USA: Montana|Blood|11-Feb-2004
1945658#Capnocytophaga sp. H4358#strain|host|country|isolation_source|collection_date#H4358|Homo sapiens|USA: Oregon|Blood|12-Jun-2007
1705617#Capnocytophaga sp. oral taxon 323#strain|host|country|isolation_source|lat_lon|collection_date#F0383|Homo sapiens|USA: Boston, MA|curette|42.36 N 71.05 W|11-Sep-2008
1127691#Capnocytophaga sp. oral taxon 324 str. F0483#strain|host|isolation_source#F0483|Homo sapiens|oral cavity
1035193#Capnocytophaga sp. oral taxon 326 str. F0382#strain|host|isolation_source#F0382|Homo sapiens|oral cavity
1127692#Capnocytophaga sp. oral taxon 332 str. F0381#strain|host|isolation_source#F0381|Homo sapiens|oral cavity
1125720#Capnocytophaga sp. oral taxon 335 str. F0486#strain|host|isolation_source#F0486|Homo sapiens|biological product [ENVO:02000043]
1125720#Capnocytophaga sp. oral taxon 335 str. F0486#strain#F0486
1203603#Capnocytophaga sp. oral taxon 336 str. F0502#strain#F0502
888059#Capnocytophaga sp. oral taxon 338 str. F0234#strain|host|isolation_source#F0234|Homo sapiens|oral cavity
1127693#Capnocytophaga sp. oral taxon 380 str. F0488#strain|host|isolation_source#F0488|Homo sapiens|oral cavity
1125721#Capnocytophaga sp. oral taxon 412 str. F0487#strain|host|isolation_source#F0487|Homo sapiens|biological product [ENVO:02000043]
1125721#Capnocytophaga sp. oral taxon 412 str. F0487#strain#F0487
1227266#Capnocytophaga sp. oral taxon 863 str. F0517#strain|host|country|isolation_source|collection_date#F0517|Homo sapiens|USA|supragingival plaque biofilm of a molar|2006
1316593#Capnocytophaga sp. oral taxon 864#strain|host|plasmid|country|isolation_source|lat_lon|collection_date#F0512|Homo sapiens|unnamed1|USA: Cambridge, MA|aspirate|42.3736 N 71.1097 W|2007
1316593#Capnocytophaga sp. oral taxon 864#strain|host|country|isolation_source|lat_lon|collection_date#F0512|Homo sapiens|USA: Cambridge, MA|aspirate|42.3736 N 71.1097 W|2007
1316593#Capnocytophaga sp. oral taxon 864#strain|host|plasmid|country|isolation_source|lat_lon|collection_date#F0512|Homo sapiens|unnamed1|USA: Cambridge, MA|aspirate|42.3736 N 71.1097 W|2007
1316596#Capnocytophaga sp. oral taxon 878#strain|host|plasmid|country|isolation_source|lat_lon|collection_date#F0545|Homo sapiens|unnamed1|USA: Cambridge, MA|aspirate|42.3736 N 71.1097 W|2007
1316596#Capnocytophaga sp. oral taxon 878#strain|host|country|isolation_source|lat_lon|collection_date#F0545|Homo sapiens|USA: Cambridge, MA|aspirate|42.3736 N 71.1097 W|2007
1316596#Capnocytophaga sp. oral taxon 878#strain|host|plasmid|country|isolation_source|lat_lon|collection_date#F0545|Homo sapiens|unnamed1|USA: Cambridge, MA|aspirate|42.3736 N 71.1097 W|2007
1019#Capnocytophaga sputigena#strain|host|country|isolation_source|collection_date#D1179|Homo sapiens|Israel|blood|04-Oct-1974
1848904#Capnocytophaga stomatis#strain|host|country|isolation_source#H2177|Homo sapiens|USA: Rhode Island|Peritoneal fluid
1203619#Corynebacterium sp. KPL1986#strain#KPL1986
525260#Corynebacterium accolens ATCC 49725#strain|host|culture_collection|isolation_source#ATCC 49725|Homo sapiens|ATCC:49725|biological product [ENVO:02000043]
525260#Corynebacterium accolens ATCC 49725#strain|culture_collection#ATCC 49725|ATCC:49725
144183#Corynebacterium afermentans subsp. afermentans#strain|host|sub_species|country|collection_date#LCDC880199|Homo sapiens|afermentans|Canada: Newfoundland|Mar-1988
649754#Corynebacterium ammoniagenes DSM 20306#strain|host|culture_collection|note|country|isolation_source|collection_date#DSM 20306 = 9.6|Homo sapiens|DSM:20306|type strain of Corynebacterium ammoniagenes|USA: St. Louis Children's Hospital|stool of infant|1921
1487956#Corynebacterium sp. ATCC 6931#strain|culture_collection|old_name#ATCC 6931|ATCC:6931|Corynebacterium sp. 6931
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_132
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_131
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_130
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_129
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_128
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_127
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_126
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_125
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_124
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_123
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_122
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_121
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_120
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_119
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_118
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_117
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_116
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_115
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_114
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_113
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_112
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_111
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_110
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_109
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_108
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_107
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_106
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_105
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_104
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_103
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_102
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_101
1161099#Corynebacterium appendicis CIP 107643#strain#DSM 44531
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_101
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_102
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_103
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_104
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_105
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_106
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_107
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_108
1161099#Corynebacterium appendicis CIP 107643#strain|note#DSM 44531|contig: Ga0111701_109
