"sample_number"	"sample_name"	"number_reads_after_clipmerge_prior_mapping"	"number_reads_mapped_prior_rmdup"	"number_reads_mapped_prior_rmdup_qf"	"number_duplicates_removed"	"number_reads_mapped_after_rmdup"	"percent_endogenous_dna"	"percent_endogenous_dna_qf"	"cluster_factor"	"mean_fold_coverage"	"std_dev_coverage"	"percent_coverage_morethan_1x"	"percent_coverage_morethan_2x"	"percent_coverage_morethan_3x"	"percent_coverage_morethan_4x"	"percent_coverage_morethan_5x"	"frequency_damage_1st_base_3prime"	"frequency_damage_2nd_base_3prime"	"frequency_damage_1st_base_5prime"	"frequency_damage_2nd_base_5prime"	"average_fragment_length"	"median_fragment_length"	"percent_gc_content"	"species"	"mapping_params"
"Sample 47/107"	"JAE008.A0101"	65296039	200693	136336	4011	132325	0.307	0.209	1.03	4.8552	7.5838	61.76	50.28	42.81	37.11	32.41	0.0379	0.0425	0.0373	0.0405	79.79	76	31.55	"Fusobacterium_nucleatum"	"relaxed"
"Sample 93/107"	"PES001.B0101"	11872279	192726	171649	19305	152344	1.623	1.446	1.127	4.8132	4.493	79.18	71.8	65.21	58.04	50.07	0.2666	0.1175	0.2953	0.1431	59.27	61	60.53	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 93/107"	"PES001.B0101"	11872279	426734	314408	34737	279671	3.594	2.648	1.124	4.6312	4.6874	77.67	65.29	55.36	47.37	40.73	0.2273	0.1051	0.2427	0.1186	57.12	57	65.85	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 104/107"	"TAF018.A0101"	14681780	348655	260352	76424	183928	2.375	1.773	1.416	4.5781	4.833	73.75	64.45	56.48	48.74	41.52	0.364	0.2113	0.3571	0.1956	54.68	50	40.82	"Streptococcos_gordonii"	"relaxed"
"Sample 28/107"	"ESA006.A0101"	11233426	440010	300502	7398	293104	3.917	2.675	1.025	4.4254	3.8804	82.95	71.16	60.33	50.67	42.12	0.0501	0.0413	0.0519	0.0422	52.08	46	66.05	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 45/107"	"JAE006.A0101"	87883942	225764	188740	4114	184626	0.257	0.215	1.022	4.422	3.3853	80.54	74.16	67.35	58.86	48.91	0.006	0.0073	0.0064	0.0075	82.62	76	66.74	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 16/107"	"DJA007.A0101"	17395667	272520	179431	5196	174235	1.567	1.031	1.03	4.3763	5.6707	67.96	61.03	54.71	48.38	41.87	0.0531	0.0414	0.0565	0.0434	47.12	43	61.01	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 58/107"	"KNP005.A0102"	11095033	129091	110550	3179	107371	1.164	0.996	1.03	4.3363	5.3687	74.1	67.89	61.5	53.64	44.45	0.0639	0.0609	0.0756	0.0728	75.77	76	58.8	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 47/107"	"JAE008.A0101"	65296039	179231	129814	3409	126405	0.274	0.199	1.027	4.3047	5.3783	63.37	55.03	48.74	43.44	38.65	0.0217	0.0195	0.028	0.0221	82.22	76	43.65	"Aggregatibacter_aphrophilus"	"strict"
"Sample 26/107"	"ESA003.A0101"	10129501	416094	289289	6914	282375	4.108	2.856	1.024	4.2469	3.4851	84.66	74.49	63.59	52.27	41.39	0.0355	0.0331	0.0356	0.0341	51.88	47	65.49	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 62/107"	"LIS001.A0101"	10615930	157395	142064	3301	138763	1.483	1.338	1.024	4.2375	3.8878	80.44	73.84	66.06	56.42	45.25	0.0789	0.0649	0.0783	0.0649	57.29	52	59.97	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 54/107"	"JAE016.A0101"	94564553	178833	120699	3633	117066	0.189	0.128	1.031	4.2351	6.8493	59.2	46.89	39.14	33.48	29.1	0.0354	0.0374	0.0333	0.0374	78.67	76	31.83	"Fusobacterium_nucleatum"	"relaxed"
"Sample 8/107"	"CDC006.A0101"	15120313	245454	159465	4041	155424	1.623	1.055	1.026	4.1271	6.3088	73.82	64.09	55.31	46.8	38.39	0.068	0.0506	0.0697	0.0513	49.82	45	59.43	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 96/107"	"PYK003.A0101"	14732223	203670	144199	2966	141233	1.382	0.979	1.021	4.05	3.5525	80.02	71.61	62.35	52.07	41.44	0.0898	0.0595	0.0928	0.0629	53.8	48	59.78	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 85/107"	"OAK003.A0101"	17189509	388157	260439	5725	254714	2.258	1.515	1.022	3.9687	3.4526	80.09	70.1	59.59	48.93	38.87	0.1352	0.0676	0.1385	0.0687	53.74	47	65.62	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 33/107"	"FUM002.A0101"	17157534	238337	167554	11487	156067	1.389	0.977	1.074	3.9576	3.8101	74.6	65.84	57.75	49.34	40.58	0.225	0.0901	0.226	0.0931	47.57	43	59.62	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 47/107"	"JAE008.A0101"	65296039	98270	91522	3549	87973	0.15	0.14	1.04	3.859	6.102	77.75	72.59	64.08	52.46	39.39	0.0151	0.014	0.0201	0.0161	82.3	76	60.49	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 47/107"	"JAE008.A0101"	65296039	177702	121728	4332	117396	0.272	0.186	1.037	3.7939	7.6251	69.36	51.82	36.61	25.05	17.5	0.0133	0.0136	0.0156	0.015	80.99	76	55.74	"Rothia_dentocariosa"	"strict"
"Sample 84/107"	"OAK002.A0101"	14005970	301753	189708	7112	182596	2.154	1.354	1.039	3.7788	5.6017	71.61	55.08	41.85	32.01	25.15	0.2511	0.181	0.2429	0.173	45.46	41	42.02	"Streptococcos_gordonii"	"relaxed"
"Sample 22/107"	"ECO004.B0101"	20400171	291527	211760	15483	196277	1.429	1.038	1.079	3.7052	3.9387	77.29	64.78	52.57	41.47	32.1	0.4645	0.28	0.4584	0.28	41.47	39	38.75	"Streptococcos_gordonii"	"relaxed"
"Sample 67/107"	"MTK001.A0101"	8268804	302123	177529	13331	164198	3.654	2.147	1.081	3.6882	11.3128	24.51	20.01	17.46	15.76	14.4	0.0378	0.0461	0.0359	0.0466	56.29	53	56.54	"Rothia_dentocariosa"	"relaxed"
"Sample 62/107"	"LIS001.A0101"	10615930	287058	222676	4782	217894	2.704	2.098	1.022	3.6364	2.9588	79.72	70.66	60.16	48.42	36.74	0.0287	0.0269	0.03	0.0269	57.56	52	66.25	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 87/107"	"OAK005.A0101"	16940328	176857	131012	3093	127919	1.044	0.773	1.024	3.5938	4.0443	70.63	63.94	56.02	46.74	36.93	0.1425	0.0688	0.1403	0.072	52.71	47	59.68	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 64/107"	"LIS003.A0101"	10417160	314802	261031	5825	255206	3.022	2.506	1.023	3.5763	2.6542	84.83	74.55	62.24	48.29	34.53	0.1	0.0879	0.0936	0.0876	48.34	44	64.68	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 27/107"	"ESA004.A0101"	7824141	407014	273040	6899	266141	5.202	3.49	1.026	3.52	3.34	77.55	63.77	52.2	42.2	33.44	0.0471	0.0393	0.0467	0.0411	45.62	41	65.15	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 95/107"	"PYK002.A0101"	17218978	288047	252321	5940	246381	1.673	1.465	1.024	3.5127	2.6351	83.71	74.68	62.35	47.67	33.34	0.1096	0.08	0.1055	0.0763	49.18	45	65.84	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 53/107"	"JAE015.A0101"	57512281	137733	98600	2635	95965	0.239	0.171	1.027	3.4992	4.0597	77.76	63.77	50.62	39.01	28.98	0.0523	0.0455	0.0592	0.0547	80.09	76	42.62	"Streptococcos_gordonii"	"relaxed"
"Sample 25/107"	"EMN001.A0101"	12579489	304339	222750	6721	216029	2.419	1.771	1.031	3.3393	3.2113	79.44	64.68	51.22	39.35	29.35	0.2899	0.1449	0.2867	0.1417	53.32	47	64.86	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 17/107"	"EBO001.A0101"	15767290	540220	295382	16341	279041	3.426	1.873	1.059	3.3138	4.5851	57.38	46.23	38.87	33.05	28.24	0.0329	0.0286	0.0342	0.0281	40.96	37	66.41	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 55/107"	"KNP001.A0102"	16260023	126190	89403	2222	87181	0.776	0.55	1.025	3.3086	4.1899	64.48	56.24	48.47	40.55	32.71	0.0665	0.0535	0.0724	0.0651	71.2	74	59.46	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 47/107"	"JAE008.A0101"	65296039	85805	76644	1986	74658	0.131	0.117	1.027	3.3041	3.8077	74.07	66.88	57.07	45.05	32.52	0.0108	0.01	0.0149	0.0131	83.03	76	60.65	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 52/107"	"JAE014.A0101"	68620482	160015	93005	2859	90146	0.233	0.136	1.032	3.2865	5.8263	68.64	51.69	38.7	28.33	20.77	0.0203	0.0199	0.0248	0.0223	80.08	76	42.79	"Streptococcos_gordonii"	"strict"
"Sample 86/107"	"OAK004.A0101"	13488774	244140	167892	8539	159353	1.81	1.245	1.054	3.2813	4.0619	72.07	57.73	44.94	34.04	25.57	0.2215	0.1601	0.2128	0.1546	45.23	41	41.27	"Streptococcos_gordonii"	"relaxed"
"Sample 64/107"	"LIS003.A0101"	10417160	133812	117435	2689	114746	1.285	1.127	1.023	3.2092	3.3134	77.81	67.84	55.49	42.04	29.35	0.1037	0.0899	0.0969	0.089	52.47	48	59.01	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 12/107"	"CDC010.A0101"	15031925	175608	135841	5403	130438	1.168	0.904	1.041	3.2034	6.4116	70.74	61.85	50.78	38.49	26.91	0.115	0.0903	0.1143	0.0922	46.07	43	58.58	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 62/107"	"LIS001.A0101"	10615930	134341	105354	2389	102965	1.265	0.992	1.023	3.131	3.0121	75.16	64.65	53.24	41.16	29.42	0.0504	0.0409	0.0501	0.0432	57.05	52	60.23	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 54/107"	"JAE016.A0101"	94564553	130204	98663	1895	96768	0.138	0.104	1.02	3.1117	2.4905	81.71	69.9	55.62	40.56	27	0.042	0.0385	0.0503	0.0428	80.58	76	54.3	"Rothia_dentocariosa"	"relaxed"
"Sample 93/107"	"PES001.B0101"	11872279	152690	110534	11692	98842	1.286	0.931	1.118	3.0677	3.0938	72.51	60.81	49.66	38.76	28.71	0.183	0.0595	0.2068	0.0796	58.22	59	60.87	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 61/107"	"KNP009.A0102"	11345038	94910	80353	1980	78373	0.837	0.708	1.025	3.0441	3.9322	70.48	61.49	50.63	38.69	27.14	0.1056	0.0802	0.1162	0.0954	72.87	76	59.2	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 84/107"	"OAK002.A0101"	14005970	352979	239783	8023	231760	2.52	1.712	1.035	3.0228	3.2732	73.47	57.44	44.44	33.98	25.64	0.2145	0.1377	0.2094	0.1337	44.99	41	64.77	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 50/107"	"JAE012.A0101"	62752277	172104	87342	3536	83806	0.274	0.139	1.042	3.0016	8.3305	35.3	25.38	20.58	17.45	15.28	0.017	0.0184	0.0158	0.0173	77.88	76	33.17	"Fusobacterium_nucleatum"	"strict"
"Sample 21/107"	"ECO002.B0101"	24662284	224211	144183	5060	139123	0.909	0.585	1.036	2.9942	3.4233	74.73	60.17	46.79	34.9	25.09	0.2983	0.1234	0.303	0.1285	40.38	37	58.05	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 48/107"	"JAE009.A0101"	66062410	114448	90363	2099	88264	0.173	0.137	1.024	2.9583	3.3964	83.91	66.75	47.92	31.45	19.83	0.0286	0.0242	0.034	0.0303	80.92	76	44.23	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 19/107"	"EBO008.A0101"	11592824	127871	101598	2888	98710	1.103	0.876	1.029	2.8188	4.0821	68.85	58.72	46.87	34.49	23.32	0.0987	0.0761	0.0959	0.0755	53.58	48	60.25	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 101/107"	"TAF008.B0101"	11524885	273219	228839	33012	195827	2.371	1.986	1.169	2.7799	2.4127	77.94	64.51	49.02	34.3	22.27	0.3697	0.1877	0.3718	0.1793	48.96	44	65.01	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 94/107"	"PYK001.A0101"	15248245	125640	111140	2737	108403	0.824	0.729	1.025	2.761	2.9442	75.83	63.21	48.54	33.81	21.58	0.1464	0.0997	0.1448	0.0999	47.78	44	59.75	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 58/107"	"KNP005.A0102"	11095033	96205	70252	1762	68490	0.867	0.633	1.026	2.7598	3.6414	64.24	53.63	43.74	33.99	24.93	0.0419	0.0394	0.0515	0.0496	75.6	76	59.22	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 37/107"	"GDC005.A0101"	9931068	300149	229992	8942	221050	3.022	2.316	1.04	2.7555	2.3641	79	64.47	48.51	33.56	21.65	0.0804	0.0697	0.0806	0.0686	43	40	65.45	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 49/107"	"JAE010.A0101"	60027336	74382	67137	2731	64406	0.124	0.112	1.042	2.7439	6.58	73.2	61.82	47.78	33.12	20.57	0.0157	0.015	0.0179	0.0153	79.93	76	61.09	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 50/107"	"JAE012.A0101"	62752277	114102	93719	2164	91555	0.182	0.149	1.024	2.6956	2.3401	82.23	63.66	45.31	30.29	19.52	0.0119	0.013	0.0101	0.0133	80.74	76	51.08	"Treponema_socranskii"	"relaxed"
"Sample 104/107"	"TAF018.A0101"	14681780	151276	136822	61414	75408	1.03	0.932	1.814	2.6532	3.0831	68.1	56.2	44.08	32.65	22.7	0.3483	0.1871	0.3401	0.1711	66.01	63	61.44	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 10/107"	"CDC008.A0101"	15094966	144942	113182	4385	108797	0.96	0.75	1.04	2.5734	4.9495	69.29	56.89	42.26	28.29	17.36	0.1161	0.0908	0.1137	0.0922	44.38	42	57.88	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 18/107"	"EBO003.A0101"	20549945	141495	120115	9120	110995	0.689	0.585	1.082	2.5663	3.803	74.87	60.59	44.62	29.78	18.18	0.0952	0.0829	0.0957	0.0815	43.38	40	60.31	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 76/107"	"MTM010.A0101"	9123626	237372	137237	9217	128020	2.602	1.504	1.072	2.5575	7.1612	24.8	20.04	17.3	15.4	13.82	0.0298	0.0377	0.0275	0.0367	50.06	46	57.52	"Rothia_dentocariosa"	"relaxed"
"Sample 85/107"	"OAK003.A0101"	17189509	105619	87820	2560	85260	0.614	0.511	1.03	2.5333	5.5324	73.72	59.13	42.89	27.7	16.19	0.2285	0.1152	0.2254	0.1143	55.74	50	59.41	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 48/107"	"JAE009.A0101"	66062410	112159	73808	1798	72010	0.17	0.112	1.025	2.533	4.2595	53.82	39.14	30.1	23.75	19.08	0.05	0.0446	0.0458	0.047	76.49	76	32.66	"Fusobacterium_nucleatum"	"relaxed"
"Sample 95/107"	"PYK002.A0101"	17218978	239632	180288	4044	176244	1.392	1.047	1.023	2.5048	2.2337	75.48	60.71	44.9	30.08	18.5	0.0684	0.0471	0.068	0.046	49.02	44	66.04	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 52/107"	"JAE014.A0101"	68620482	134611	87870	2003	85867	0.196	0.128	1.023	2.4822	3.4922	67.53	45.72	31.25	22.26	16.75	0.0214	0.02	0.0295	0.0241	79.27	76	50.84	"Treponema_socranskii"	"strict"
"Sample 53/107"	"JAE015.A0101"	57512281	147708	89466	2901	86565	0.257	0.156	1.034	2.4647	5.0554	41.83	28.73	23.26	19.8	17.13	0.0174	0.0164	0.0179	0.0163	78.08	76	51.75	"Treponema_socranskii"	"strict"
"Sample 48/107"	"JAE009.A0101"	66062410	92369	73830	1573	72257	0.14	0.112	1.022	2.4381	2.3938	80.03	60.93	41.25	25.09	14.34	0.0223	0.0178	0.0274	0.0234	81.46	76	43.88	"Aggregatibacter_aphrophilus"	"strict"
"Sample 49/107"	"JAE010.A0101"	60027336	113827	71595	1595	70000	0.19	0.119	1.023	2.4156	4.7559	47.34	33.73	26.13	20.94	17.22	0.0588	0.0505	0.0582	0.0585	75.04	76	33.02	"Fusobacterium_nucleatum"	"relaxed"
"Sample 15/107"	"DJA006.A0101"	13754707	131635	107032	3143	103889	0.957	0.778	1.03	2.3887	3.6266	66.99	54.7	40.38	26.73	16.18	0.0902	0.0708	0.0874	0.0697	43.14	40	60.64	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 38/107"	"GDN001.A0101"	30835470	188827	162560	66288	96272	0.612	0.527	1.689	2.3801	2.7057	71.84	55.54	40.37	27.18	17.15	0.4451	0.2307	0.4303	0.2173	46.38	43	59.63	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 48/107"	"JAE009.A0101"	66062410	114716	85102	1887	83215	0.174	0.129	1.023	2.3396	2.8902	66.38	46.52	33.49	24.62	18.27	0.0315	0.0289	0.0355	0.0302	77.1	76	51.33	"Treponema_socranskii"	"relaxed"
"Sample 104/107"	"TAF018.A0101"	14681780	277202	228353	65802	162551	1.888	1.555	1.405	2.2987	2.0976	76.24	57.69	39.65	25.05	14.76	0.3735	0.1957	0.3691	0.1837	48.78	45	65.8	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 49/107"	"JAE010.A0101"	60027336	62673	54175	1255	52920	0.104	0.09	1.024	2.2855	3.3329	69	55.42	40.72	26.67	15.73	0.0106	0.0105	0.0121	0.0107	81.03	76	61.38	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 40/107"	"GOY005.A0101"	9163118	171858	127193	3498	123695	1.876	1.388	1.028	2.2416	2.3807	68.65	52	37.41	25.36	16.39	0.2799	0.1875	0.2786	0.1944	43.75	41	42.34	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 47/107"	"JAE008.A0101"	65296039	116972	62941	1743	61198	0.179	0.096	1.028	2.2373	4.9636	41.91	29.79	23.23	18.74	15.44	0.0227	0.0261	0.021	0.0253	79.49	76	31.76	"Fusobacterium_nucleatum"	"strict"
"Sample 104/107"	"TAF018.A0101"	14681780	222780	127860	36807	91053	1.517	0.871	1.404	2.2295	3.2714	53.75	40.5	31.46	24.42	18.74	0.2484	0.1239	0.2513	0.1216	53.79	49	40.22	"Streptococcos_gordonii"	"strict"
"Sample 60/107"	"KNP007.A0102"	9160659	69090	58421	1339	57082	0.754	0.638	1.023	2.2071	2.8941	66.41	53.55	38.68	24.85	14.25	0.1109	0.0931	0.1207	0.1039	72.54	75	59.34	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 51/107"	"JAE013.A0101"	38954329	102635	63923	1410	62513	0.263	0.164	1.023	2.2048	4.5757	40.98	29.49	23.15	18.95	15.79	0.0365	0.0406	0.0378	0.0397	76.7	76	33.03	"Fusobacterium_nucleatum"	"relaxed"
"Sample 22/107"	"ECO004.B0101"	20400171	262694	199864	11315	188549	1.288	0.98	1.06	2.1754	2.0422	75.97	55.24	36.53	22.29	12.78	0.4376	0.2451	0.4354	0.2393	39.8	37	63.44	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 64/107"	"LIS003.A0101"	10417160	108458	79584	1686	77898	1.041	0.764	1.022	2.1406	2.3214	70.19	53.68	37.35	23.48	13.52	0.0653	0.0543	0.0628	0.0535	51.55	47	59.45	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 64/107"	"LIS003.A0101"	10417160	236186	159282	3475	155807	2.267	1.529	1.022	2.1316	2.0114	73.05	54.2	37.2	23.14	13.07	0.0571	0.0505	0.0541	0.0517	47.19	42	65.23	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 30/107"	"ESA008.A0101"	9119930	174775	151036	3260	147776	1.916	1.656	1.022	2.1253	1.8113	77.61	58.28	37.62	20.93	10.24	0.0727	0.0616	0.071	0.0601	49.61	45	65.01	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 54/107"	"JAE016.A0101"	94564553	95429	66743	1238	65505	0.101	0.071	1.019	2.1106	2.1474	68.01	51.76	37.14	24.32	14.49	0.0294	0.027	0.0351	0.0282	80.74	76	53.77	"Rothia_dentocariosa"	"strict"
"Sample 32/107"	"FUM001.A0101"	10808498	421896	372360	287065	85295	3.903	3.445	4.366	2.1056	2.337	66.9	51.19	36.35	23.55	14.13	0.3528	0.1713	0.3483	0.1627	46.31	43	60.96	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 84/107"	"OAK002.A0101"	14005970	169579	121386	4017	117369	1.211	0.867	1.034	2.0863	2.2614	66.63	49.15	35.04	23.54	14.8	0.3167	0.2238	0.3038	0.2198	42.92	39	41.7	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 52/107"	"JAE014.A0101"	68620482	95787	65967	1401	64566	0.14	0.096	1.022	2.0781	2.9489	67.03	42.34	25.74	16.79	12.26	0.0211	0.0211	0.0247	0.0214	80.66	76	56.04	"Rothia_dentocariosa"	"relaxed"
"Sample 53/107"	"JAE015.A0101"	57512281	90294	57483	1454	56029	0.157	0.1	1.026	2.0505	2.8562	62.49	43.84	30.73	21.11	14.09	0.0369	0.0304	0.0422	0.0392	80.39	76	42.04	"Streptococcos_gordonii"	"strict"
"Sample 54/107"	"JAE016.A0101"	94564553	107616	58279	1627	56652	0.114	0.062	1.029	2.045	4.6751	40.33	27.82	21.31	17.16	14.18	0.0216	0.0226	0.0214	0.0234	78.49	76	32.01	"Fusobacterium_nucleatum"	"strict"
"Sample 105/107"	"VLD001.A0101"	9040714	112675	100025	17455	82570	1.246	1.106	1.211	2.0301	2.3885	70.62	52.19	34.85	20.5	10.91	0.2259	0.0989	0.2235	0.098	46.12	42	58.68	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 94/107"	"PYK001.A0101"	15248245	107141	80866	1870	78996	0.703	0.53	1.024	1.9973	2.184	68.67	51.08	34.19	20.59	11.44	0.0945	0.0577	0.0938	0.0615	47.43	43	60.08	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 21/107"	"ECO002.B0101"	24662284	187581	109399	4878	104521	0.761	0.444	1.047	1.9896	4.8511	45.03	25.44	17.38	13.54	11.27	0.3976	0.2238	0.3832	0.2149	41.82	39	42.38	"Streptococcos_gordonii"	"relaxed"
"Sample 47/107"	"JAE008.A0101"	65296039	85681	68761	1431	67330	0.131	0.105	1.021	1.9895	1.9799	75.09	50.83	31.51	18.47	10.3	0.021	0.0212	0.0256	0.0261	81.03	76	50.1	"Treponema_socranskii"	"relaxed"
"Sample 18/107"	"EBO003.A0101"	20549945	246009	176511	12313	164198	1.197	0.859	1.075	1.9819	2.4118	68.88	49.84	32.45	19.19	10.57	0.0751	0.0655	0.0746	0.0662	41.64	38	65.82	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 50/107"	"JAE012.A0101"	62752277	85538	68270	1524	66746	0.136	0.109	1.023	1.9724	1.8744	74.92	51.91	32	18.22	9.87	0.0059	0.0058	0.0059	0.0067	81.03	76	50.73	"Treponema_socranskii"	"strict"
"Sample 56/107"	"KNP003.A0102"	10394445	65022	54780	1265	53515	0.626	0.527	1.024	1.9547	2.9856	65.74	49.6	32.55	18.79	9.76	0.0932	0.0764	0.1013	0.0828	68.53	70	59.75	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 30/107"	"ESA008.A0101"	9119930	79507	69795	1570	68225	0.872	0.765	1.023	1.9206	2.5538	71.95	51.49	31.66	16.81	8.03	0.0905	0.0731	0.0904	0.0667	52.81	48	58.77	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 35/107"	"GDC002.A0101"	11300654	116088	90466	3225	87241	1.027	0.801	1.037	1.9166	3.3766	63.48	47.12	31.04	18.44	10.05	0.1195	0.0918	0.1159	0.0889	41.22	38	60.38	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 22/107"	"ECO004.B0101"	20400171	198472	111334	7779	103555	0.973	0.546	1.075	1.9048	2.5479	59.43	41.88	28.92	19.65	13.23	0.3218	0.1576	0.3197	0.1678	40.41	37	38.3	"Streptococcos_gordonii"	"strict"
"Sample 29/107"	"ESA007.A0101"	9903431	152511	130450	2820	127630	1.54	1.317	1.022	1.8888	1.6635	77.34	52.95	30.86	15.51	6.9	0.0605	0.0539	0.0588	0.054	51.05	46	65.29	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 93/107"	"PES001.B0101"	11872279	239892	131248	13561	117687	2.021	1.105	1.115	1.88	2.6781	56.83	37.77	26.39	19.09	13.98	0.1419	0.053	0.1527	0.0663	55.1	56	66.12	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 61/107"	"KNP009.A0102"	11345038	69375	49528	1124	48404	0.612	0.437	1.023	1.8761	2.604	58.69	44.52	31.34	20.46	12.36	0.0667	0.0523	0.0756	0.062	72.72	76	59.65	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 26/107"	"ESA003.A0101"	10129501	101792	70246	1687	68559	1.005	0.693	1.025	1.8486	2.7671	63.33	37.74	22.8	15.11	10.78	0.0589	0.0671	0.0624	0.0635	59.23	54	43.24	"Streptococcos_gordonii"	"relaxed"
"Sample 93/107"	"PES001.B0101"	11872279	140272	77254	11220	66034	1.182	0.651	1.17	1.8415	5.465	22.69	17.32	14.72	12.87	11.37	0.1662	0.0855	0.181	0.1059	61.26	66	46.17	"Streptococcos_gordonii"	"relaxed"
"Sample 104/107"	"TAF018.A0101"	14681780	122916	94072	41622	52450	0.837	0.641	1.794	1.8359	2.2343	60.31	44.51	30.76	19.89	12.02	0.2535	0.1096	0.2612	0.1098	65.67	63	61.71	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 59/107"	"KNP006.A0102"	11159677	66271	53345	1122	52223	0.594	0.478	1.021	1.8073	2.7503	64.38	46.21	29.09	16.22	8.34	0.0929	0.0723	0.0986	0.0728	64.93	62	58.64	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 53/107"	"JAE015.A0101"	57512281	78022	55858	1378	54480	0.136	0.097	1.025	1.8017	2.8387	53.91	36.79	24.3	16.34	11.55	0.0523	0.044	0.0635	0.0499	79.84	76	44.72	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 73/107"	"MTM006.A0101"	7069851	176394	100648	9497	91151	2.495	1.424	1.104	1.7862	5.1451	23.86	18.3	15.13	12.95	11.34	0.0495	0.049	0.05	0.0469	49.11	45	58.25	"Rothia_dentocariosa"	"relaxed"
"Sample 85/107"	"OAK003.A0101"	17189509	85512	61132	1482	59650	0.497	0.356	1.025	1.7798	3.2301	64.95	45.84	28.72	16.13	8.31	0.1557	0.0624	0.1552	0.0683	55.98	50	59.7	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 12/107"	"CDC010.A0101"	15031925	126780	76404	2710	73694	0.843	0.508	1.037	1.7656	3.7906	57.83	41.84	27.67	16.79	9.4	0.0639	0.0475	0.0646	0.0514	44.95	40	59.26	"Desulfobulbus_sp_oral_taxon_041"	"strict"
